STATE,COUNTY,STATE_NAME,COUNTY_NAME,POP_COU,HOU_COU,ALAND_COU,ALAND_Mi²_COU,POPDEN_COU,HOUDEN_COU,TOTALBLOCKS,POP_URB,POPPCT_URB,HOU_URB,HOUPCT_URB,ALAND_URB,ALAND_Mi²_URB,ALAND_PCT_URB,POPDEN_URB,HOUDEN_URB,URBANBLOCKS,POP_RUR,POPPCT_RUR,HOU_RUR,HOUPCT_RUR,ALAND_RUR,ALAND_Mi²_RUR,ALAND_PCT_RUR,POPDEN_RUR,HOUDEN_RUR,RURALBLOCKS,,
02,060,Alaska,Bristol Bay,844,857,"1,248,315,815",481.97,1.75,1.78,92,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,844,100.00%,857,100.00%,"1,248,315,815",481.97,100.00%,1.75,1.78,92,,
02,063,Alaska,Chugach,"7,102","3,565","24,682,168,359","9,529.79",0.75,0.37,"1,084",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"7,102",100.00%,"3,565",100.00%,"24,682,168,359","9,529.79",100.00%,0.75,0.37,"1,084",,
02,066,Alaska,Copper River,"2,617","2,769","63,952,335,592","24,692.00",0.11,0.11,449,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"2,617",100.00%,"2,769",100.00%,"63,952,335,592","24,692.00",100.00%,0.11,0.11,449,,
02,068,Alaska,Denali,"1,619","1,606","32,740,165,582","12,640.98",0.13,0.13,280,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"1,619",100.00%,"1,606",100.00%,"32,740,165,582","12,640.98",100.00%,0.13,0.13,280,,
02,070,Alaska,Dillingham,"4,857","2,405","47,484,825,242","18,333.89",0.26,0.13,314,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"4,857",100.00%,"2,405",100.00%,"47,484,825,242","18,333.89",100.00%,0.26,0.13,314,,
02,090,Alaska,Fairbanks North Star,"95,655","42,659","18,997,068,212","7,334.77",13.04,5.82,"2,867","71,396",74.64%,"30,180",70.75%,"192,442,666",74.30,1.01%,960.89,406.18,"1,812","24,259",25.36%,"12,479",29.25%,"18,804,625,546","7,260.47",98.99%,3.34,1.72,"1,055",,
02,100,Alaska,Haines,"2,080","1,370","6,069,358,955","2,343.38",0.89,0.58,213,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"2,080",100.00%,"1,370",100.00%,"6,069,358,955","2,343.38",100.00%,0.89,0.58,213,,
02,105,Alaska,Hoonah-Angoon,"2,365","1,777","16,978,039,504","6,555.22",0.36,0.27,640,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"2,365",100.00%,"1,777",100.00%,"16,978,039,504","6,555.22",100.00%,0.36,0.27,640,,
02,110,Alaska,Juneau,"32,255","14,093","7,003,406,836","2,704.02",11.93,5.21,588,"24,756",76.75%,"10,960",77.77%,"38,274,460",14.78,0.55%,"1,675.22",741.65,360,"7,499",23.25%,"3,133",22.23%,"6,965,132,376","2,689.24",99.45%,2.79,1.17,228,,
02,122,Alaska,Kenai Peninsula,"58,799","32,622","41,484,923,347","16,017.33",3.67,2.04,"2,700","13,288",22.60%,"6,210",19.04%,"46,914,606",18.11,0.11%,733.59,342.83,336,"45,511",77.40%,"26,412",80.96%,"41,438,008,741","15,999.22",99.89%,2.84,1.65,"2,364",,
02,130,Alaska,Ketchikan Gateway,"13,948","6,614","12,579,382,524","4,856.90",2.87,1.36,632,"11,975",85.85%,"5,458",82.52%,"61,324,183",23.68,0.49%,505.76,230.52,153,"1,973",14.15%,"1,156",17.48%,"12,518,058,341","4,833.22",99.51%,0.41,0.24,479,,
02,150,Alaska,Kodiak Island,"13,101","5,825","17,324,067,231","6,688.82",1.96,0.87,977,"9,530",72.74%,"3,798",65.20%,"12,907,517",4.98,0.07%,"1,912.28",762.10,107,"3,571",27.26%,"2,027",34.80%,"17,311,159,714","6,683.84",99.93%,0.53,0.30,870,,
02,158,Alaska,Kusilvak,"8,368","2,342","44,229,388,640","17,076.97",0.49,0.14,642,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"8,368",100.00%,"2,342",100.00%,"44,229,388,640","17,076.97",100.00%,0.49,0.14,642,,
02,164,Alaska,Lake and Peninsula,"1,476","1,469","61,724,164,724","23,831.70",0.06,0.06,638,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"1,476",100.00%,"1,469",100.00%,"61,724,164,724","23,831.70",100.00%,0.06,0.06,638,,
02,170,Alaska,Matanuska-Susitna,"107,081","51,077","63,990,747,114","24,706.83",4.33,2.07,"2,534","53,444",49.91%,"20,504",40.14%,"149,262,656",57.63,0.23%,927.36,355.78,818,"53,637",50.09%,"30,573",59.86%,"63,841,484,458","24,649.20",99.77%,2.18,1.24,"1,716",,
02,180,Alaska,Nome,"10,046","4,095","59,490,634,310","22,969.33",0.44,0.18,848,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"10,046",100.00%,"4,095",100.00%,"59,490,634,310","22,969.33",100.00%,0.44,0.18,848,,
02,185,Alaska,North Slope,"11,031","2,619","230,052,127,559","88,823.13",0.12,0.03,911,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"11,031",100.00%,"2,619",100.00%,"230,052,127,559","88,823.13",100.00%,0.12,0.03,911,,
02,188,Alaska,Northwest Arctic,"7,793","2,717","92,367,472,817","35,663.08",0.22,0.08,582,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"7,793",100.00%,"2,717",100.00%,"92,367,472,817","35,663.08",100.00%,0.22,0.08,582,,
02,195,Alaska,Petersburg,"3,398","1,718","7,512,659,846","2,900.64",1.17,0.59,281,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"3,398",100.00%,"1,718",100.00%,"7,512,659,846","2,900.64",100.00%,1.17,0.59,281,,
02,198,Alaska,Prince of Wales-Hyder,"5,753","3,227","13,643,344,240","5,267.70",1.09,0.61,"1,649",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"5,753",100.00%,"3,227",100.00%,"13,643,344,240","5,267.70",100.00%,1.09,0.61,"1,649",,
02,220,Alaska,Sitka,"8,458","4,139","7,433,415,763","2,870.04",2.95,1.44,715,"7,668",90.66%,"3,663",88.50%,"17,077,399",6.59,0.23%,"1,162.95",555.54,124,790,9.34%,476,11.50%,"7,416,338,364","2,863.45",99.77%,0.28,0.17,591,,
02,230,Alaska,Skagway,"1,240",760,"1,123,881,121",433.93,2.86,1.75,112,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"1,240",100.00%,760,100.00%,"1,123,881,121",433.93,100.00%,2.86,1.75,112,,
